Datetime,Open,High,Low,Close
2022-10-24 07:28:00,0.98760,0.98760,0.98760,0.98760
2022-10-24 07:29:00,0.98790,0.98790,0.98790,0.98790
2022-10-24 07:33:00,0.98755,0.98755,0.98755,0.98755
2022-10-24 07:42:00,0.98775,0.98775,0.98775,0.98775
2022-10-24 07:45:00,0.98775,0.98775,0.98775,0.98775
2022-10-24 07:46:00,0.98775,0.98775,0.98775,0.98775
2022-10-24 07:50:00,0.98790,0.98790,0.98790,0.98790
2022-10-24 07:53:00,0.98775,0.98775,0.98775,0.98775
2022-10-24 07:59:00,0.98740,0.98740,0.98740,0.98740
2022-10-24 08:00:00,0.98740,0.98750,0.98740,0.98750
2022-10-24 08:01:00,0.98730,0.98730,0.98720,0.98720
2022-10-24 08:03:00,0.98700,0.98730,0.98700,0.98730
2022-10-24 08:04:00,0.98750,0.98750,0.98720,0.98730
2022-10-24 08:05:00,0.98755,0.98755,0.98710,0.98710
2022-10-24 08:06:00,0.98720,0.98720,0.98720,0.98720
2022-10-24 08:07:00,0.98720,0.98720,0.98720,0.98720
2022-10-24 08:08:00,0.98700,0.98710,0.98700,0.98710
2022-10-24 08:09:00,0.98710,0.98710,0.98710,0.98710
2022-10-24 08:13:00,0.98740,0.98740,0.98740,0.98740
2022-10-24 08:15:00,0.98750,0.98750,0.98750,0.98750
2022-10-24 08:16:00,0.98750,0.98750,0.98740,0.98740
2022-10-24 08:17:00,0.98730,0.98730,0.98670,0.98670
2022-10-24 08:18:00,0.98690,0.98690,0.98660,0.98670
2022-10-24 08:19:00,0.98670,0.98670,0.98660,0.98660
2022-10-24 08:20:00,0.98680,0.98680,0.98660,0.98660
2022-10-24 08:21:00,0.98650,0.98650,0.98650,0.98650
2022-10-24 08:22:00,0.98640,0.98650,0.98640,0.98650
2022-10-24 08:23:00,0.98650,0.98650,0.98650,0.98650
2022-10-24 08:24:00,0.98650,0.98650,0.98650,0.98650
2022-10-24 08:25:00,0.98650,0.98650,0.98650,0.98650
2022-10-24 08:26:00,0.98650,0.98650,0.98640,0.98640
2022-10-24 08:27:00,0.98650,0.98670,0.98650,0.98670
2022-10-24 08:28:00,0.98670,0.98690,0.98670,0.98690
2022-10-24 08:29:00,0.98670,0.98680,0.98670,0.98680
2022-10-24 08:30:00,0.98670,0.98670,0.98640,0.98640
2022-10-24 08:31:00,0.98640,0.98650,0.98640,0.98650
